-2.77763e-19,9.19049e-37,-4.0131e-18,0.5,2,1.98169,0.0345905,1.98139,-0.00904712,-0.51823,0,0,0.0345905,1.98139,-0.314134,1.9834,-0.0183091,1,-0.773615,-0.0610304,0.0282497,0.3
0.00331775,-0.000138253,-0.0626628,0.5,2,1.98179,0.058323,1.98089,-0.0110653,-0.518147,-0.0110653,-0.518147,0.058323,1.98089,-0.290275,1.98578,-0.0182081,2,-2,0.000951443,0.0166811,0.106123
0.0162848,-0.00220231,-0.244267,0.5,2,1.98337,0.0161333,1.98117,0.0163243,-0.518828,-0.0110653,-0.518147,0.0161333,1.98117,0.400374,1.97457,-0.0166261,1,-0.498253,0.0138925,0.00976824,0.113876
0.0384597,-0.00883925,-0.315117,0.5,2,1.98941,0.00564968,1.9803,0.0468805,-0.519359,0.0468805,-0.519359,0.00564968,1.9803,-0.345288,1.97554,-0.0105891,2,2,0.0543985,0.0224426,0.110977
0.0705887,-0.0168024,-0.150092,0.5,2,1.99911,-0.0131317,1.98055,0.0915657,-0.517257,0.0468805,-0.519359,-0.0131317,1.98055,-0.364858,1.96369,-0.000894547,1,0.450369,0.0832776,0.0241945,0.116413
0.113495,-0.0213251,-0.081811,0.5,2,2.00565,0.0675579,1.9838,0.124818,-0.515546,0.124818,-0.515546,0.0675579,1.9838,-0.286522,1.97831,0.00564957,2,2,0.0584916,0.00770781,0.111881
0.166567,-0.0215517,0.0902957,0.5,2,2.00836,0.125439,1.98639,0.176635,-0.513087,0.124818,-0.515546,0.125439,1.98639,-0.22811,1.97658,0.0083611,1,0.353839,0.0253196,0.019884,0.107092
0.229142,-0.0131015,0.153664,0.5,2,2.00136,0.235983,1.98824,0.227438,-0.511741,0.227438,-0.511741,0.235983,1.98824,-0.116604,1.98769,0.00135732,2,-2,-0.0647817,0.000398013,0.108114
0.301948,-0.00725555,-0.0157358,0.5,2,1.9939,0.368117,1.98555,0.285153,-0.513072,0.227438,-0.511741,0.368117,1.98555,0.0167525,1.99707,-0.00609553,1,-0.681879,-0.0626413,0.0207446,0.118977
0.384887,-0.012883,-0.102377,0.5,2,1.99877,0.415095,1.98566,0.377312,-0.514053,0.377312,-0.514053,0.415095,1.98566,0.0623865,1.99292,-0.00122738,2,2,0.0422579,0.010855,0.115201
0.477836,-0.016412,0.0573944,0.5,2,2.00599,0.397742,1.98798,0.497561,-0.510031,0.377312,-0.514053,0.397742,1.98798,0.0449177,1.97108,0.00598693,1,0.491683,0.0669134,0.0242571,0.107816
0.577163,-0.00654201,0.124663,0.5,2,1.9997,0.537292,1.99276,0.587139,-0.506743,0.587139,-0.506743,0.537292,1.99276,0.925182,1.99629,-0.000300169,2,-2,-0.060598,0.00829879,0.103751
0.676891,-0.00171781,-0.0504206,0.5,2,1.99342,0.742602,1.99062,0.660192,-0.508021,0.587139,-0.506743,0.742602,1.99062,1.16183,1.95946,-0.00657809,1,-0.662549,-0.0555817,0.0172427,0.112949
0.776346,-0.0119083,-0.136737,0.5,2,2.00292,0.770565,1.99101,0.777781,-0.508982,0.777781,-0.508982,0.770565,1.99101,1.15586,1.97105,0.00292373,2,2,0.0876769,0.134876,0.108373
0.875904,-0.0197054,0.0179994,0.5,2,2.01009,1.01503,1.98556,0.841995,-0.508442,0.777781,-0.508982,1.01503,1.98556,0.663791,1.98792,0.0100882,1,0.531057,0.0695304,0.159601,0.103041
0.975711,-0.0137276,0.0872634,0.5,2,1.99938,1.0455,1.98444,0.958237,-0.51404,0.958237,-0.51404,1.0455,1.98444,0.693302,1.9958,-0.000617385,2,-2,-0.0965068,0.118607,0.110931
1.07554,-0.0110677,-0.0697086,0.5,2,1.9931,1.17964,1.97931,1.04906,-0.517275,0.958237,-0.51404,1.17964,1.97931,0.827287,2.00906,-0.00689912,1,-0.69687,-0.0650204,0.143072,0.0966117
1.17483,-0.0227317,-0.152427,0.5,2,2.00332,1.20048,1.98042,1.16847,-0.519372,1.16847,-0.519372,1.20048,1.98042,1.58982,1.97526,0.00331926,2,2,0.098996,0.123401,0.10322
1.27436,-0.0307571,0.0179075,0.5,2,2.01554,1.2031,1.98352,1.29148,-0.514914,1.16847,-0.519372,1.2031,1.98352,1.59495,1.99936,0.0155401,1,0.712726,0.11912,0.142197,0.102593
1.37411,-0.0240711,0.10334,0.5,2,2.0123,1.34177,1.98797,1.38194,-0.511706,1.38194,-0.511706,1.34177,1.98797,1.73278,1.99377,0.0123024,2,2,-0.029978,0.138758,0.108004
1.47222,-0.00555038,0.285318,0.5,2,1.99756,1.42525,1.99145,1.48403,-0.507856,1.38194,-0.511706,1.42525,1.99145,1.07236,1.98695,-0.00244451,1,-0.894566,-0.142493,0.000770102,0.103492
1.56848,0.0214277,0.230597,0.5,2,1.97018,1.66431,1.98927,1.54271,-0.507767,1.54271,-0.507767,1.66431,1.98927,1.31713,2.00772,-0.0298214,2,-2,-0.246051,0.0288519,0.111265
1.66727,0.035947,0.0471781,0.5,2,1.95168,1.74549,1.98606,1.64529,-0.511935,1.54271,-0.507767,1.74549,1.98606,1.40153,2.00064,-0.048323,1,-1.24282,-0.168233,0.0125369,0.109976
1.76716,0.0334021,-0.0884618,0.5,2,1.95255,1.80358,1.98562,1.75695,-0.513948,1.75695,-0.513948,1.80358,1.98562,1.45964,1.99021,-0.0474455,2,-2,0.00788483,0.0418857,0.11129
1.86543,0.0157286,-0.277104,0.5,2,1.96935,1.89557,1.98484,1.85731,-0.514864,1.75695,-0.513948,1.89557,1.98484,1.54892,1.98669,-0.0306547,1,0.404512,0.145811,0.025006,0.115155
1.9613,-0.0126913,-0.270316,0.5,2,2.00028,1.87363,1.98566,1.9832,-0.511933,1.9832,-0.511933,1.87363,1.98566,2.26166,1.99993,0.000277996,2,2,0.286261,0.0195403,0.108058
2.05938,-0.0313824,-0.0894619,0.5,2,2.0249,2.02849,1.99328,2.06662,-0.506426,1.9832,-0.511933,2.02849,1.99328,1.67283,1.98086,0.0249016,1,1.00098,0.22907,0.0100438,0.107494
2.15929,-0.0341951,0.0226241,0.5,2,2.03121,2.11335,1.99649,2.1699,-0.502867,2.1699,-0.502867,2.11335,1.99649,2.50779,2.00377,0.031208,2,2,0.0635725,0.0277832,0.0992003
2.25848,-0.0228347,0.213633,0.5,2,2.02367,2.21468,2.00036,2.26879,-0.499058,2.1699,-0.502867,2.21468,2.00036,1.85772,1.99376,0.0236654,1,-0.310381,-0.0679497,0.00463287,0.111003
2.35602,-0.000804571,0.208009,0.5,2,2.00238,2.39384,2.00122,2.34662,-0.498331,2.34662,-0.498331,2.39384,2.00122,2.7823,1.99065,0.0023849,2,-2,-0.191261,0.0197844,0.111264
2.45501,0.0122834,0.0333533,0.5,2,1.9862,2.52741,1.99716,2.43628,-0.501179,2.34662,-0.498331,2.52741,1.99716,2.14154,2.01155,-0.0138042,1,-1.0402,-0.157398,0.307281,0.102855
2.55492,0.00933689,-0.0821844,0.5,2,1.98809,2.57952,1.99727,2.54858,-0.502536,2.54858,-0.502536,2.57952,1.99727,5.06619,-0.603263,-0.0119123,2,-2,0.0165882,0.0312664,0.114048
2.65329,-0.00768764,-0.270667,0.5,2,2.0044,2.67107,1.99664,2.6489,-0.503266,2.54858,-0.502536,2.67107,1.99664,5.06773,-0.499271,-0.00580595,2,2,0.0536537,0.0163109,0.113811
2.75062,-0.0300825,-0.130667,0.5,2,2.03266,2.52005,1.98945,2.80363,-0.494411,2.54858,-0.502536,2.52005,1.98945,5.1042,-0.17349,-0.0138388,2,-2,-0.0708598,0.00730941,0.113363
2.84883,-0.0481608,-0.278667,0.5,2,2.05541,2.8835,2.00696,2.84133,-0.492684,2.54858,-0.502536,2.8835,2.00696,5.07163,-0.519278,-0.0446126,2,-2,-0.267932,0.0208629,0.114857
2.94159,-0.0850674,-0.478667,0.5,2,2.0916,2.95713,2.00648,2.93855,-0.493452,2.54858,-0.502536,2.95713,2.00648,5.07997,-0.517242,-0.0733519,2,-2,-0.254788,0.00742392,0.112797
3.02517,-0.139667,-0.678667,0.5,2,2.05397,5.07875,-0.0996948,2.57922,-0.148347,2.54858,-0.502536,5.07875,-0.0996948,2.56654,1.99687,-0.0990043,2,-2,-0.243552,0.0049266,0.105326
3.09623,-0.209783,-0.878667,0.5,2,1.98374,5.07784,-0.11786,2.58052,-0.233706,2.54858,-0.502536,5.07784,-0.11786,2.44119,1.97969,-0.120987,2,-2,-0.201556,0.18315,0.109066
3.15195,-0.29262,-1.07867,0.5,2,1.93169,5.08063,-0.184899,2.58452,-0.324313,2.54858,-0.502536,5.08063,-0.184899,2.36691,1.96213,-0.138843,2,-2,-0.165347,0.16014,0.107989
3.1901,-0.384876,-1.27867,0.5,2,1.90028,5.08389,-0.227926,2.59243,-0.434409,2.54858,-0.502536,5.08389,-0.227926,2.31137,1.93602,-0.152223,2,-2,-0.119801,0.619194,0.111685
3.20917,-0.482873,-1.47867,0.5,2,1.89091,5.08873,-0.276081,2.60373,-0.549484,2.54858,-0.502536,5.08873,-0.276081,2.41245,1.92921,-0.160878,2,-2,-0.072213,0.0202455,0.119855
3.20838,-0.582703,-1.67867,0.5,2,1.90328,5.0982,-0.35671,2.61588,-0.653557,2.54858,-0.502536,5.0982,-0.35671,5.05999,-0.0229869,-0.0967218,1,0.981858,0.543591,0.00057408,0.118023
3.19764,-0.682098,-1.63415,0.5,2,1.93023,5.09635,-0.334658,2.63718,-0.784655,2.63718,-0.784655,5.09635,-0.334658,5.0328,-0.000715428,-0.0697662,2,2,0.242745,0.0103285,0.111045
3.20007,-0.781909,-1.44739,0.5,2,1.94818,5.11823,-0.441252,2.65674,-0.878401,2.63718,-0.784655,5.11823,-0.441252,5.0559,-0.103856,-0.051823,1,0.302117,0.16479,0.0317354,0.108885
3.21606,-0.880615,-1.39341,0.5,2,1.94916,5.14547,-0.60384,2.6708,-0.958833,2.6708,-0.958833,5.14547,-0.60384,5.09348,-0.264679,-0.0508389,2,-2,0.00862986,0.074174,0.114031
3.22676,-0.979892,-1.56118,0.5,2,1.95103,5.16864,-0.791169,2.68036,-1.03299,2.6708,-0.958833,5.16864,-0.791169,5.19971,-1.1681,-0.0489725,1,-0.765753,0.0171523,0.0416281,0.108817
3.2225,-1.07977,-1.65256,0.5,2,1.9625,5.17309,-0.863914,2.68826,-1.13889,2.68826,-1.13889,5.17309,-0.863914,5.13494,-0.519999,-0.0375034,2,2,0.105506,0,0.108706
