-4.39246e-18,-3.55671e-36,5.27521e-18,0.5,2,2.00012,0.0349123,1.99982,-0.00872539,-0.499801,0,0,0.0349123,1.99982,-0.317056,2.00185,0,1,0,0,0,0,1
-4.41342e-18,-3.66726e-36,5.27337e-18,0.5,2,2.00012,0.0349123,1.99982,-0.00872539,-0.499801,-0.00872539,-0.499801,0.0349123,1.99982,-0.317056,2.00185,0.000122547,2,2,1.1672,0,0.000104992,1
0.00451907,0.000574006,0.19,0.5,2,1.99981,-0.0264057,2.00015,0.0122538,-0.499552,-0.00872539,-0.499801,-0.0264057,2.00015,-0.378869,1.99409,-0.000185728,1,-2,-0.00304831,0,0.10113,1
0.0189709,0.00205408,0.014,0.5,2,1.99812,0.234698,1.9885,-0.0352144,-0.496891,-0.0352144,-0.496891,0.234698,1.9885,0.619721,1.943,-0.00187874,2,-2,-0.0170087,0,0.0995381,1
0.0433751,-0.000216978,-0.186,0.5,2,1.99801,0.240331,1.98807,-0.00610848,-0.499757,-0.0352144,-0.496891,0.240331,1.98807,-0.11028,2.02309,-0.00285329,2,-2,-0.00982455,0,0.0991952,1
0.0764195,-0.0101076,-0.386,0.5,2,2.0048,0.220327,1.98952,0.040873,-0.504034,-0.0352144,-0.496891,0.220327,1.98952,-0.132507,2.01728,0.000580102,2,2,0.0330158,0,0.103992,1
0.118688,-0.0239653,-0.222,0.5,2,2.01801,0.0383984,1.99245,0.137864,-0.505571,-0.0352144,-0.496891,0.0383984,1.99245,-0.316738,1.9764,0.0180128,1,2,0.18006,0,0.096816,1
0.172762,-0.0304276,-0.022,0.5,2,2.02739,0.146601,1.9968,0.17886,-0.502995,0.17886,-0.502995,0.146601,1.9968,-0.21033,1.98943,0.0273931,2,2,0.0753819,0,0.124438,1
0.236996,-0.0252402,0.178,0.5,2,2.02404,0.229984,1.99879,0.238645,-0.501193,0.17886,-0.502995,0.229984,1.99879,-0.126684,1.99631,0.024044,1,2,-0.0334619,0,0.100086,1
0.308518,-0.00465523,0.378,0.5,2,2.00479,0.320497,2.0001,0.305559,-0.499853,0.305559,-0.499853,0.320497,2.0001,0.709394,1.99385,0.00479341,2,-2,-0.210695,0,0.0913672,1
0.389086,0.0205418,0.206,0.5,2,1.97474,0.636492,1.97972,0.323279,-0.500582,0.305559,-0.499853,0.636492,1.97972,0.291028,2.0235,-0.0270554,2,-2,-0.294397,0,0.108183,1
0.482967,0.0303631,0.006,0.5,2,1.95439,0.709509,1.97158,0.419722,-0.511569,0.305559,-0.499853,0.709509,1.97158,0.367258,2.01087,-0.0456104,1,-2,-0.165582,0,0.112059,1
0.582349,0.0209925,-0.194,0.5,2,1.95459,0.756629,1.9678,0.533718,-0.522247,0.533718,-0.522247,0.756629,1.9678,0.413209,2.00024,-0.0454119,2,-2,0.00199082,0,0.0996993,1
0.677899,-0.00793749,-0.394,0.5,2,1.97613,0.80111,1.96435,0.645236,-0.530789,0.533718,-0.522247,0.80111,1.96435,0.453018,1.98896,-0.0238706,1,2,0.191886,0,0.112261,1
0.772756,-0.039086,-0.218,0.5,2,2.00815,0.684833,1.96714,0.79429,-0.530465,0.79429,-0.530465,0.684833,1.96714,0.331142,1.95137,0.00814915,2,2,0.316209,0,0.101261,1
0.871895,-0.050839,-0.018,0.5,2,2.02467,0.837672,1.97354,0.879929,-0.526101,0.79429,-0.530465,0.837672,1.97354,0.480925,1.96644,0.0246706,1,2,0.152503,0,0.108336,1
0.971393,-0.0426619,0.182,0.5,2,2.01921,0.956321,1.97649,0.974982,-0.523439,0.974982,-0.523439,0.956321,1.97649,0.600204,1.9743,0.0192091,2,-2,-0.049147,0,0.111125,1
1.07072,-0.0325456,0.002,0.5,2,2.00303,1.31085,1.95603,1.01114,-0.525935,0.974982,-0.523439,1.31085,1.95603,0.960089,2.00065,0.00302577,1,-2,-0.161336,0,0.100308,1
1.17007,-0.0423136,-0.198,0.5,2,2.00266,1.39138,1.94808,1.11511,-0.536611,1.11511,-0.536611,1.39138,1.94808,1.04047,1.98638,0.0026567,2,2,-0.00331108,0,0.111466,1
1.26922,-0.0540177,-0.018,0.5,2,2.01339,1.23519,1.95908,1.27745,-0.54056,1.11511,-0.536611,1.23519,1.95908,0.880798,1.95012,0.0133884,1,2,0.096999,0,0.110637,1
1.36872,-0.0458405,0.182,0.5,2,2.00844,1.35373,1.96254,1.37239,-0.537388,1.37239,-0.537388,1.35373,1.96254,0.999865,1.95843,0.00843906,2,-2,-0.04969,0,0.0996041,1
1.46808,-0.0361039,-0.002,0.5,2,1.99325,1.71496,1.94179,1.40531,-0.538957,1.37239,-0.537388,1.71496,1.94179,1.36626,1.98407,-0.00675464,1,-2,-0.136011,0,0.11171,1
1.56739,-0.0462693,-0.202,0.5,2,1.99355,1.76103,1.93785,1.5182,-0.550325,1.5182,-0.550325,1.76103,1.93785,1.41108,1.97318,-0.00645053,2,-2,0.00266005,0,0.114322,1
1.66271,-0.0759628,-0.402,0.5,2,2.01521,1.80444,1.93426,1.62861,-0.55955,1.5182,-0.550325,1.80444,1.93426,1.44974,1.96162,0.0152125,1,2,0.223199,0,0.097057,1
1.75743,-0.107511,-0.222,0.5,2,2.04721,1.67598,1.93808,1.77545,-0.559946,1.77545,-0.559946,1.67598,1.93808,1.31514,1.92438,0.0472066,2,2,0.288174,0,0.111024,1
1.85652,-0.11966,-0.022,0.5,2,2.06342,1.8299,1.94359,1.86216,-0.556205,1.77545,-0.559946,1.8299,1.94359,1.46611,1.93879,0.0634189,1,2,0.162834,0,0.0995631,1
1.95605,-0.111881,0.178,0.5,2,2.05765,1.98484,1.94557,1.94986,-0.554185,1.94986,-0.554185,1.98484,1.94557,1.62271,1.94658,0.0576525,2,2,-0.0518338,0,0.111248,1
2.05205,-0.0844835,0.378,0.5,2,2.03098,2.09963,1.94594,2.04107,-0.55337,1.94986,-0.554185,2.09963,1.94594,1.74117,1.95722,0.0309846,1,-2,-0.233035,0,0.114437,1
2.14729,-0.0544995,0.206,0.5,2,1.99392,2.39709,1.92371,2.08388,-0.556595,2.08388,-0.556595,2.39709,1.92371,2.0482,1.96953,-0.00608301,2,-2,-0.370652,0,0.100007,1
