-1.41454e-19,2.46341e-37,-3.88317e-19,1.7,2,5.09332,-1.99011,4.68843,-0.544411,1.28256,0,0,-1.99011,4.68843,-1.20741,5.68047,0,0,0,0,0,0,1
0.004656,-4.49706e-17,-1.46048e-14,1.7,2,5.13513,-2.00179,4.72692,-0.556092,1.32105,0,0,-2.00179,4.72692,-1.20916,5.71064,3.13513,0,0.666667,31.4556,0,0.0996685,1
0.0192947,0.000505153,0.064,1.7,2,5.1774,-2.059,4.74247,-0.57376,1.35365,0,0,-2.059,4.74247,-1.26295,5.7057,3.1774,0,0.666667,0.421554,0,0.100272,1
0.0438181,0.00295547,0.130667,1.7,2,5.22706,-2.03934,4.79697,-0.564766,1.4035,0,0,-2.03934,4.79697,-1.21742,5.6984,3.22706,0,0.666667,0.497327,0,0.0998455,1
0.0779878,0.00866638,0.197333,1.7,2,5.27631,-2.09381,4.81728,-0.570844,1.44525,0,0,-2.09381,4.81728,-1.24782,5.6145,3.27631,0,0.666667,0.472335,0,0.104278,1
0.121434,0.0189267,0.264,1.7,2,5.32489,-1.96993,4.91593,-0.516746,1.51324,0,0,-1.96993,4.91593,-1.12163,5.80453,3.32489,0,0.666667,0.506727,0,0.0958563,1
0.17366,0.0349878,0.330667,1.7,2,5.37057,-1.9201,4.98061,-0.477623,1.57337,0,0,-1.9201,4.98061,-1.06746,5.90137,3.37057,0,0.666667,0.386841,0,0.118085,1
0.234044,0.0580518,0.397333,1.7,2,5.41757,-1.94919,5.01623,-0.458123,1.62998,0,0,-1.94919,5.01623,-1.07731,5.84619,3.41757,0,0.666667,0.476307,0,0.0986807,1
0.301841,0.0892611,0.464,1.7,2,5.45486,-1.96762,5.04961,-0.428258,1.68503,0,0,-1.96762,5.04961,-1.08012,5.80813,3.45486,0,0.666667,0.325051,0,0.114727,1
0.376197,0.129688,0.530667,1.7,2,5.49376,-1.89372,5.13258,-0.364951,1.76317,0,0,-1.89372,5.13258,-0.999574,5.90242,3.49376,0,0.666667,0.367592,0,0.105821,1
0.456143,0.180322,0.597333,1.7,2,5.52542,-1.89861,5.17886,-0.321789,1.83168,0,0,-1.89861,5.17886,-0.998774,5.91977,3.52542,0,0.666667,0.295065,0,0.107292,1
